Issuing Organization,Micro-credential Stack Name,Micro-credential Name,Competency Statement (Description),Badge Image Link (Badgr),Direct Link to MC on the platform,MC ID #,Audience,Education Standard,Topics
Digital Promise,Deeper Learning - Learning to Learn,Choosing Learning Strategies,Matching learning goals with the appropriate learning strategies for powerful learning and personal empowerment.,https://media.badgr.io/uploads/badges/7b0539e7-81f7-4a4f-8a23-fdd79c983727.png,https://microcredentials.digitalpromise.org/explore/choosing-learning-strategies,T2KX54,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,Learning Designs & Facilitation
Digital Promise,Deeper Learning - Critical Thinking,Collaborative Problem Solving,Working together to collaboratively design solutions to problems.,https://media.badgr.io/uploads/badges/aaaffcb7-8390-4778-b36f-567ca1b5102d.png,https://microcredentials.digitalpromise.org/explore/collaborative-problem-solving,FS92NP,"Classroom Educator,Coach & Curriculum Designer & Teacher Lead,Administrator",Learning Forward Subject Matter,Coaching & Teacher Support
Digital Promise,Deeper Learning - Collaborating,Productive Teamwork.," Having students create Team Agreements at the start of a project that include team goals, individual's strengths and intended contributions, ongoing meeting and communicating plans, decision-making processes, project timelines, and other details can improve collaboration and increase the productivity of teamwork. ",https://media.badgr.io/uploads/badges/2035d78e-70b6-44ec-9029-35ad828cbe60.png,https://microcredentials.digitalpromise.org/explore/productive-teamwork,V9HQJN,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,"Leadership,Coaching & Teacher Support"
Digital Promise,Deeper Learning - Managing Projects,Making Projects Real,Doing projects or work-based activities in the real world provides an authentic context for learning deeply.,https://media.badgr.io/uploads/badges/6279bac5-bb85-4d17-9112-d67e580f1422.png,https://microcredentials.digitalpromise.org/explore/making-projects-real,SVFLTQ,Classroom Educator,"Learning Forward Subject Matter,Digital Promise Research Map Topic List","Learning Designs & Facilitation,Project-Based Learning"
Digital Promise,Technology Coaching,Managing Technology-Rich Classrooms, Digital learning coach creates and supports classroom management and collaborative learning strategies to maximize the use of digital tools and resources and access to technology-rich learning environments.  ,https://media.badgr.io/uploads/badges/57233439-356b-4ddd-8f33-ff4df61860ea.png,https://microcredentials.digitalpromise.org/explore/managing-technology-rich-classrooms,9K31QZ,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",Learning Forward Subject Matter,"Coaching & Teacher Support,Standards for Professional Learning,Technology Planning & Infrastructure,Learning Communities"
Digital Promise,Technology Coaching,Visionary Leadership for Technology, Digital learning coach demonstrates visionary leadership for powerful use of technology. ,https://media.badgr.io/uploads/badges/4e9b03c8-43fa-41a2-822a-381db18b2741.png,https://microcredentials.digitalpromise.org/explore/visionary-leadership-for-technology,KR4EU8,Coach & Curriculum Designer & Teacher Lead,Learning Forward Subject Matter,"Coaching & Teacher Support,Leadership,Learning Communities,Technology Planning & Infrastructure,Standards for Professional Learning"
Digital Promise,Deeper Learning - Personal Mindsets,Mindfulness," Developing an expanded self-awareness of the unfolding experiences of one's body, breathing, sensations, thoughts, and feelings through focused attention on the present moment, and from this center of calmness actively serving others with empathy and gratitude. Practicing mindfulness has been shown to reduce stress and anger and increase calmness, attention to tasks, positive self-esteem, prosocial behavior, and deeper learning. ",https://media.badgr.io/uploads/badges/55b14417-68c0-43a9-8916-751c6efcd3be.png,https://microcredentials.digitalpromise.org/explore/mindfulness,96JPRH,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Student Voices,Learning Sciences,Metacognition"
Digital Promise,Deeper Learning - Learning Practices,Designing Effective Solutions,Using a tested design and development group project methodology to support student design teams as they collaboratively create an effective solution to a problem or challenge.,https://media.badgr.io/uploads/badges/1659582c-8312-4869-9a49-e09278d2ed56.png,https://microcredentials.digitalpromise.org/explore/designing-effective-solutions,KBSAW8,Classroom Educator,Learning Forward Subject Matter,Learning Designs & Facilitation
Digital Promise,Technology Coaching,"Technology for Rigorous, Relevant, and Engaging Learning I"," Digital learning coach supports teachers in using technology effectively to provide rigorous, relevant, and engaging learning experiences for all students. ",https://media.badgr.io/uploads/badges/39bec05a-c622-49a7-b753-e00ccd03a275.png,https://microcredentials.digitalpromise.org/explore/technology-for-rigorous-relevant-and-engaging-lear,094MT1,Coach & Curriculum Designer & Teacher Lead,Learning Forward Subject Matter,"Coaching & Teacher Support,Standards for Professional Learning,Technology Planning & Infrastructure,Learning Communities"
Digital Promise,Global Graduates,Checking For Understanding, Educator checks for understanding throughout lessons to ensure students have mastered discrete concepts that build up to the larger objective. ,https://media.badgr.io/uploads/badges/d1c12b10-9a5b-4cfd-9d68-7c0f92c423fe.png,https://microcredentials.digitalpromise.org/explore/checking-for-understanding,5DQSPB,Classroom Educator,ISTE Subject Matter,"Computational Thinking,Student Engagement,Learning Sciences"
Digital Promise,Global Graduates,Collaborating in PLCs, Educators will use the professional learning community (PLC) structure to collaborate effectively to improve student learning. ,https://media.badgr.io/uploads/badges/72c561a2-102f-414e-b598-b59761eede5b.png,https://microcredentials.digitalpromise.org/explore/collaborating-in-plcs,8K04P9,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,Coaching & Teacher Support
Digital Promise,Effective Coaching,Coaching for Improvement, Teacher leader coaches a teacher to improve his/her practice with targeted outcomes and/or measurable goals. ,https://media.badgr.io/uploads/badges/71c8fb7a-2d12-4a05-93db-af67f3ad8dac.png,https://microcredentials.digitalpromise.org/explore/coaching-for-improvement,UM87VH,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,Coaching & Teacher Support
Digital Promise,Data Literacy,Creating Data-Driven Teaching Groups," Teaching something does not guarantee that students learn the material. As student-learning data become available, data-driven educators reflect on those results and consider if, when, and how they should adjust instruction. ",https://media.badgr.io/uploads/badges/294a5e3c-a590-4e73-8777-37230e0318c6.png,https://microcredentials.digitalpromise.org/explore/creating-data-driven-teaching-groups,W9Q8ZP,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,Coaching & Teacher Support
Digital Promise,Global Graduates,Using Exit Tickets Effectively, Educator uses data to monitor student progress and adjust instruction. ,https://media.badgr.io/uploads/badges/1f4c26f7-a09c-4106-a1da-a305c6197939.png,https://microcredentials.digitalpromise.org/explore/using-exit-tickets-effectively,U4D7HM,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Student Data,Student Motivation"
Digital Promise,Technology Coaching,Providing Technology Resources, Digital learning coach selects and evaluates digital tools and resources that enhance teaching and learning and are compatible with the school technology infrastructure. ,https://media.badgr.io/uploads/badges/11f33cd4-60ed-4709-9d15-f95b0301b868.png,https://microcredentials.digitalpromise.org/explore/providing-technology-resources,EH6LW1,Coach & Curriculum Designer & Teacher Lead,Learning Forward Subject Matter,"Coaching & Teacher Support,Standards for Professional Learning,Technology Planning & Infrastructure,Learning Communities"
Digital Promise,Deeper Learning - Learning Practices,Seeking Well-being,"Developing one's physical, mental, and spiritual well-being through regular practice to develop lifelong health and wellness practices and deeper, more joyful learning.",https://media.badgr.io/uploads/badges/87fffe47-d595-486f-8fc3-850922fbb9d5.png,https://microcredentials.digitalpromise.org/explore/seeking-well-being,N1SU34,Classroom Educator,Learning Forward Subject Matter,"Learning Designs & Facilitation,Metacognition"
Digital Promise,Technology Coaching,Technology for Assessment I, Digital learning coach supports teachers in using technology effectively to assess student learning. ,https://media.badgr.io/uploads/badges/7c3bd331-b183-48c7-b408-cfeaca761cf8.png,https://microcredentials.digitalpromise.org/explore/technology-for-assessment-i,TQ2FA5,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",Learning Forward Subject Matter,"Coaching & Teacher Support,Standards for Professional Learning,Assessment,Learning Communities"
Digital Promise,Data Literacy,Aligning Standards and Assessments," Student assessment data are only as good as the assessments from which those data come. For that reason, data-literate educators are skilled at designing and evaluating assessments that allow for less-biased inferences about what students know and are able to do.",https://media.badgr.io/uploads/badges/4ff0cabc-dba4-496e-aefe-bb3b7f004c88.png,https://microcredentials.digitalpromise.org/explore/aligning-standards-and-assessments,PQGZ1K,Classroom Educator,"Learning Forward Subject Matter,ISTE Subject Matter","Assessment,Performance Assessment,Standards for Professional Learning"
Digital Promise,Data Literacy,Disaggregating Data, Data-literate educators combine and analyze many forms of data to help make inferences about student understanding and behaviors. ,https://media.badgr.io/uploads/badges/8b728eac-4097-413c-9772-9e0fa0554ecd.png,https://microcredentials.digitalpromise.org/explore/disaggregating-data,LBP4MW,Classroom Educator,ISTE Subject Matter,Student Data
Digital Promise,Teacher Protocols,Think-Pair-Share,"Educator encourages students to refine a critical response to a provocative prompt through individual contemplation, small group conferences, and group discussion of their conclusions.",https://media.badgr.io/uploads/badges/5a5b8de1-0167-4a7b-9db7-177c4353f605.png,https://microcredentials.digitalpromise.org/explore/think-pair-share,9847P3,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter,Learning Forward Subject Matter","Learning Sciences,Learning Designs & Facilitation,STEM Learning Practices"
Digital Promise,Deeper Learning - Social Mindsets,Getting Help & Support,"The ability to seek and get needed help and support in learning and in life can make a big difference in what students can achieve, how empowered they feel, their levels of confidence and self-esteem, and more. Practicing strategies for positive help seeking and support finding can enhance students' social support networks and increase their motivation and opportunities for deeper lifelong learning. ",https://media.badgr.io/uploads/badges/d7d9f14a-4b79-48cb-a2f0-394f026fdc4c.png,https://microcredentials.digitalpromise.org/explore/getting-help-support,N31LTQ,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",,Social Emotional Learning
Digital Promise,Deeper Learning - Communicating,Persuasive Presenting," Persuasive presenting-the ability to clearly and convincingly present one's ideas to others and to connect deeply, both emotionally and thoughtfully, with an audience-is a highly valuable lifelong skill that promotes deeper learning for both the presenter and the audience. ",https://media.badgr.io/uploads/badges/224c993f-097e-40b4-acd4-9227593607fb.png,https://microcredentials.digitalpromise.org/explore/persuasive-presenting,4SVM2D,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,"Leadership,Coaching & Teacher Support"
Digital Promise,Deeper Learning - Personal Mindsets,Personal Purpose," Purpose is the intention to accomplish something that is both meaningful to you and important for others and the world beyond you; having a purposeful mindset - a sense of positive purpose, meaning, and direction for one's learning, work, and life - is important for health, motivation, resilience, and a sense of fulfillment. ",https://media.badgr.io/uploads/badges/bee9e912-e9b5-4ecc-bf82-34184b4d1d6d.png,https://microcredentials.digitalpromise.org/explore/personal-purpose,BAFN4S,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Student Voices,Learning Sciences,Metacognition"
Digital Promise,Data Literacy,Designing and Evaluating Multiple-Choice Items, Student assessment data are only as good as the assessments from which they come. Data-literate educators are skilled at designing and evaluating assessments that allow for less-biased inferences about what students know and are able to do. ,https://media.badgr.io/uploads/badges/96d53ad6-6329-4cb7-ad6d-b03aadca0387.png,https://microcredentials.digitalpromise.org/explore/designing-and-evaluating-multiple-choice-items,658UJY,Classroom Educator,ISTE Subject Matter,"Student Data,Performance Assessment,Assessment"
Digital Promise,Effective Coaching,Critical Conversations, Teacher leader initiates critical conversations with his/her colleagues. ,https://media.badgr.io/uploads/badges/bccb32eb-5563-47cf-92fb-67b2ae0cfbca.png,https://microcredentials.digitalpromise.org/explore/critical-conversations,T5GLC3,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,Coaching & Teacher Support
Digital Promise,Deeper Learning - Communicating,Active Listening," Being thoughtful about the reason for listening and using proven listening strategies before, during, and after the listening experience to get more out of presentations. ",https://media.badgr.io/uploads/badges/80b3e074-e817-4a1e-9117-9a80981711e5.png,https://microcredentials.digitalpromise.org/explore/active-listening,KM4ED6,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,"Leadership,Coaching & Teacher Support,Learning Designs & Facilitation"
Digital Promise,Deeper Learning - Digital Fluency,Choosing Technology Tools," Being able to thoughtfully choose the right technology tool for a learning task from the vast array of choices available - digital devices, educational websites, cell phone apps, simulations and games, webinars, MOOCs, project organizers, coding tools, sensors, data analysis tools, and more - can be a significant challenge; using an evaluation strategy to make good technology tool choices is an important tool for increasing one's learning power. ",https://media.badgr.io/uploads/badges/c347006c-137f-4334-aa26-b89b0504dc9b.png,https://microcredentials.digitalpromise.org/explore/choosing-technology-tools,HLXVJM,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead","ISTE Subject Matter,Learning Forward Subject Matter","Technology Planning & Infrastructure,Coaching & Teacher Support"
Digital Promise,Deeper Learning - Critical Thinking,Effective Reasoning,Using a logical scientific reasoning process to develop and test a hypothesis related to a learning challenge.,https://media.badgr.io/uploads/badges/7d3fd305-d371-4d9f-ad18-09727efcaa74.png,https://microcredentials.digitalpromise.org/explore/effective-reasoning,B2MTXV,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,Coaching & Teacher Support
Digital Promise,Global Graduates,Developing Student Digital Portfolios, Educator monitors the progression of student learning by facilitating the design of digital portfolios. ,https://media.badgr.io/uploads/badges/cda14fa3-6e74-466a-bbe8-70ab2b5a5a85.png,https://microcredentials.digitalpromise.org/explore/developing-student-digital-portfolios,L7RBWC,Classroom Educator,"Digital Promise Research Map Topic List,ISTE Subject Matter","Student Motivation,Learning Sciences"
Digital Promise,Technology Coaching,"Technology for Rigorous, Relevant, and Engaging Learning II"," Digital learning coach supports teachers in using technology effectively to provide rigorous, relevant, and engaging learning experiences for all students. ",https://media.badgr.io/uploads/badges/02029caf-9bc2-4962-a7ae-c9f809170448.png,https://microcredentials.digitalpromise.org/explore/technology-for-rigorous-relevant-and-engaging-le-2,VY96S0,"Coach & Curriculum Designer & Teacher Lead,Classroom Educator",Learning Forward Subject Matter,"Coaching & Teacher Support,Standards for Professional Learning,Technology Planning & Infrastructure,Learning Communities"
Digital Promise,Deeper Learning - Creative Thinking & Innovating,Idea Generating,Enhancing creative thinking and idea generation through a well-structured set of processes that both expand and deepen innovative thinking.,https://media.badgr.io/uploads/badges/8ab59fd7-79ca-4eb3-8caa-776fbfe37908.png,https://microcredentials.digitalpromise.org/explore/idea-generating,M0B7XU,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,"Learning Designs & Facilitation,Computational Thinking"
Digital Promise,Global Graduates,Seeking Student Input, Educator designs learning experiences that allow for student voice and choice. ,https://media.badgr.io/uploads/badges/2707e135-05bd-4bd4-a988-9dadfcbf5b6c.png,https://microcredentials.digitalpromise.org/explore/seeking-student-input,UCV27L,Classroom Educator,ISTE Subject Matter,Student Voices
Digital Promise,Deeper Learning - Critical Thinking,Sound Decision-making,"Taking the time to fully explore the options and possible outcomes of decisions, including discussions and reflections from others, makes for better and deeper decisions.",https://media.badgr.io/uploads/badges/d11105e8-7c01-4b87-9e7d-907cc510975e.png,https://microcredentials.digitalpromise.org/explore/sound-decision-making,WPFR0L,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Computational Thinking,Critical Thinking"
Digital Promise,Teacher Protocols,Wait Time, Demonstrating and including wait time in instruction. ,https://media.badgr.io/uploads/badges/0b1bc304-b76e-415a-8d74-15e62e8f59f9.png,https://microcredentials.digitalpromise.org/explore/wait-time,Y0WAMR,Classroom Educator,"ISTE Subject Matter,Learning Forward Subject Matter,Digital Promise Research Map Topic List","Learning Sciences,STEM Learning Practices,Learning Designs & Facilitation"
Digital Promise,Deeper Learning - Performance Mindsets,Grit & Resilience,"Developing a passion for goals, persistence to achieve them, and resilience to overcome setbacks along the way.",https://media.badgr.io/uploads/badges/417e2009-3368-4df0-9bd5-de8358c3e118.png,https://microcredentials.digitalpromise.org/explore/grit-resilience,H9Q2N7,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",ISTE Subject Matter,"Student Voices,Learning Sciences,Metacognition"
Digital Promise,Deeper Learning - Collaborating,Resolving Conflicts," Conflict is a natural part of working in diverse teams. Creatively resolving conflicts can often lead to more innovative project outcomes, and understanding each team member's conflict resolution style can help in formulating effective strategies to resolve differences of opinions or approaches among members of a team. ",https://media.badgr.io/uploads/badges/01d2beaa-d4cd-4180-a28c-ab6786f14dd0.png,https://microcredentials.digitalpromise.org/dashboard/submission/09D3-0TES,0JGMXV,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,"Leadership,Coaching & Teacher Support,Classroom Management"
Digital Promise,Data Literacy,Essential Spreadsheet Skills, Data-literate educators can present quantitative data in ways that enhance analyses or improve accessibility. ,https://media.badgr.io/uploads/badges/c8fa20fc-d0a2-498d-8d7c-dbdd2fe96601.png,https://microcredentials.digitalpromise.org/explore/essential-spreadsheet-skills,F6Z72H,Classroom Educator,ISTE Subject Matter,"Student Data,Assessment"
Digital Promise,Effective Coaching,Fostering a Collaborative Learning Culture, Teacher leader intentionally fosters a collaborative learning culture among teachers to improve instruction. ,https://media.badgr.io/uploads/badges/3ce5409b-c2b4-4183-9099-5bab1add21c3.png,https://microcredentials.digitalpromise.org/explore/fostering-a-collaborative-learning-culture,8FLHWE,"Classroom Educator,Administrator,Coach & Curriculum Designer & Teacher Lead",Learning Forward Subject Matter,Coaching & Teacher Support
Digital Promise - Challenge Based Learning,Challenge Based Learning,Challenge Based Learning - Macro Challenge, Educator uses the Challenge Based Learning framework to personalize learning and develop ownership while learning cross-curricular content and developing twenty-first-century skills as well as creating and implementing a solution to a challenge in their community. ,https://media.badgr.io/uploads/badges/884a6fbb-1570-42a5-8ab7-0175cdea2cb7.png,https://microcredentials.digitalpromise.org/explore/challenge-based-learning-macro-challenge,XHM9T6,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Sciences,Project-Based Learning,Challenge-Based learning"
Digital Promise - Challenge Based Learning,Challenge Based Learning,Challenge Based Learning - Mini Challenge," Educator engages in a Mini Challenge that provides participants with an increased level of choice and responsibility to solve authentic Challenges while increasing engagement, ownership, and personalization of learning.  ",https://media.badgr.io/uploads/badges/538aa4d6-dcdd-4e9d-921d-a7219459c864.png,https://microcredentials.digitalpromise.org/explore/challenge-based-learning-mini-challenge,R3Y0UL,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Sciences,Project-Based Learning,Challenge-Based learning"
Digital Promise - Challenge Based Learning,Challenge Based Learning,Challenge Based Learning - Nano Challenge, Educator engages in a Nano Challenge to support the skills and mindsets needed for more intensive and broader Challenge Based Learning experiences. ,https://media.badgr.io/uploads/badges/e98d0c83-964c-413b-b8e7-3c4afbd9d286.png,https://microcredentials.digitalpromise.org/explore/challenge-based-learning-nano-challenge,S2FEYN,Classroom Educator,"ISTE Subject Matter,Digital Promise Research Map Topic List","Learning Sciences,Project-Based Learning,Challenge-Based learning"
Digital Promise - Computational Thinking,Computational Thinking: Practices,Collecting and Structuring Data, Educator supports student inquiry practices in collecting and structuring data. ,https://media.badgr.io/uploads/badges/130664a6-5e34-48fe-afe5-959daf8cf166.png,https://microcredentials.digitalpromise.org/explore/collecting-and-structuring-data,MLA3Z4,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Pedagogies,Integrating Computational Thinking into Curriculum,Educator supports students in using computational thinking to develop understandings of ideas central to a discipline.,https://media.badgr.io/uploads/badges/5fd718a8-30b2-474a-b8c7-a523fd10d25a.png,https://microcredentials.digitalpromise.org/explore/integrating-computational-thinking-into-curriculum,KS08ZH,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Practices,Creating Algorithms," Educator supports students in using algorithmic thinking to decompose problems, formulate procedures as algorithms and test and compare different solutions to the same problem. ",https://media.badgr.io/uploads/badges/25ca3caa-f1c4-481a-a7f0-441c1db99d0e.png,https://microcredentials.digitalpromise.org/explore/creating-algorithms-2,9L63CE,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Practices,Analyzing and Communicating with Data, Educator supports student inquiry practices in analyzing and communicating with data.,https://media.badgr.io/uploads/badges/45df8eea-2102-4e98-b21c-4ed89fc49173.png,https://microcredentials.digitalpromise.org/explore/analyzing-and-communicating-with-data,WPQ8GS,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Practices,Creating Computational Models, Educator supports students in creating a computational model to better understand the behavior of a system that has interrelated parts. ,https://media.badgr.io/uploads/badges/ee33f75f-0637-442f-87b4-2ec91d7b087c.png,https://microcredentials.digitalpromise.org/explore/creating-computational-models-2,013QYJ,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Pedagogies,Selecting Appropriate Tools for Computational Thinking,Educator selects computational tools which provide the appropriate support to meet computational thinking learning goals for diverse students.,https://media.badgr.io/uploads/badges/c832b656-5b1c-4166-b2c5-3627ffcccbe3.png,https://microcredentials.digitalpromise.org/explore/selecting-appropriate-tools-for-computational-thin,XM7F35,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Pedagogies,Developing Computational Literacies,Educator supports students in understanding and participating in computational literacies.,https://media.badgr.io/uploads/badges/14d631ed-4e20-4e1c-a16f-599d2f872dfb.png,https://microcredentials.digitalpromise.org/explore/developing-computational-literacies-2,3PTGQ9,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Practices,Understanding Systems, Educator supports students in using computational thinking and tools in order to develop their understanding that systems are composed of interrelated parts. ,https://media.badgr.io/uploads/badges/6b1bbd03-08f3-4570-b037-ad01ba559725.png,https://microcredentials.digitalpromise.org/explore/understanding-systems,173E6W,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Pedagogies,Creating an Inclusive Environment for Computational Thinking,Educator cultivates a learning environment that provides students opportunities to build knowledge and express themselves through computational thinking.,https://media.badgr.io/uploads/badges/a7cd0901-1a38-43c7-8e71-156f0a067797.png,https://microcredentials.digitalpromise.org/explore/creating-an-inclusive-environment-for-computationa,GRY5Q3,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Computational Thinking,Computational Thinking: Pedagogies,Assessing Computational Thinking,Educator uses assessment feedback to support student growth in computational thinking.,https://media.badgr.io/uploads/badges/4e58aba1-cf6b-4605-a54f-04ed1559b0a0.png,https://microcredentials.digitalpromise.org/explore/assessing-computational-thinking,0NZWC1,Classroom Educator,ISTE Subject Matter,Computational Thinking
Digital Promise - Journey,Digital Promise Journey - #1: Ready to Commit,Why Use Tech in the Classroom?,Educator understands why and how technology supports learning.,https://media.badgr.io/uploads/badges/b3dbf7bf-d7f6-4a80-9cbd-a332c1155d7e.png,https://microcredentials.digitalpromise.org/explore/why-use-tech-in-the-classroom,648ZJ5,Classroom Educator,ISTE Subject Matter,Technology Planning & Infrastructure
Digital Promise - Journey,Digital Promise Journey - #2: Ready to Manage,Introducing Digital Literacy Tools,The educator introduces learners to digital literacy tools.,https://media.badgr.io/uploads/badges/46bd258d-158b-427d-920b-411b39c9cdfa.png,https://microcredentials.digitalpromise.org/explore/introducing-digital-literacy-tools,3SB84Q,Classroom Educator,ISTE Subject Matter,"Technology Planning & Infrastructure,Digital & Media Literacy"
Digital Promise - Journey,Digital Promise Journey - #2: Ready to Manage,Technology Management - Planning for Success,The educator manages student attention and focus in a technology-rich classroom.,https://media.badgr.io/uploads/badges/b1ddd11d-86f3-4a1d-85bc-1f32218d2fc8.png,https://microcredentials.digitalpromise.org/explore/technology-management-planning-for-success,GB51JF,Classroom Educator,ISTE Subject Matter,Technology Planning & Infrastructure
Digital Promise - Journey,Digital Promise Journey - #3: Ready to Launch,Transformative Collaboration,The educator is committed to a culture of learning and problem solving with colleagues as they begin transforming their school.,https://media.badgr.io/uploads/badges/011cd9f9-0b60-410f-9954-8a319da8c0d5.png,https://microcredentials.digitalpromise.org/explore/transformative-collaboration,0EWLHV,Classroom Educator,ISTE Subject Matter,"Technology Planning & Infrastructure,Global Collaboration"
Digital Promise - Journey,Digital Promise Journey - #2: Ready to Manage,Directing Digital Media,"The educator knows how to find, evaluate, and manage digital resources.",https://media.badgr.io/uploads/badges/77054685-2e44-43f2-b391-39b6b4c1a54c.png,https://microcredentials.digitalpromise.org/explore/directing-digital-media,LVPTE3,Classroom Educator,ISTE Subject Matter,"Technology Planning & Infrastructure,Digital & Media Literacy"
Digital Promise - Journey,Digital Promise Journey - #2: Ready to Manage,Behavior Management in a Digital Classroom,The educator has a plan for behavior management to ensure productive technology use in the classroom.,https://media.badgr.io/uploads/badges/3afc19ba-5b86-44b4-ac47-b16d184e06f3.png,https://microcredentials.digitalpromise.org/explore/behavior-management-in-a-digital-classroom,DPJZ7Q,Classroom Educator,ISTE Subject Matter,"Technology Planning & Infrastructure,Assessment"
Digital Promise - Journey,Digital Promise Journey - #1: Ready to Commit,Technology as a tool for Professional Learning,The educator has committed to using technology to support his or her own learning.,https://media.badgr.io/uploads/badges/88b3b745-1da7-4bf2-91e7-d7399337fb6a.png,https://microcredentials.digitalpromise.org/explore/technology-as-a-tool-for-professional-learning,BZRNF1,Classroom Educator,ISTE Subject Matter,Technology Planning & Infrastructure
Digital Promise - Journey,Digital Promise Journey - #3: Ready to Launch,Empowering Parents through Technology,The educator strengthens parent/guardian relationships and communication.,https://media.badgr.io/uploads/badges/9f875e8b-7e79-412a-8c3d-60a0545aa33f.png,https://microcredentials.digitalpromise.org/explore/empowering-parents-through-technology,S8JBZR,Classroom Educator,ISTE Subject Matter,"Technology Planning & Infrastructure,Parent & Community Engagement"
Digital Promise - Journey,Digital Promise Journey - #2: Ready to Manage,Creating Digital Citizens,The educator prepares students to be safe and responsible users of technology.,https://media.badgr.io/uploads/badges/583edd51-e2a7-4978-8e12-0459cb82031c.png,https://microcredentials.digitalpromise.org/explore/creating-digital-citizens,LGN8BR,Classroom Educator,ISTE Subject Matter,"Technology Planning & Infrastructure,Digital Citizenship"
Digital Promise - Journey,Digital Promise Journey - #3: Ready to Launch,Designing Physical Environments with Purpose,The educator designs an effective physical environment for technology-enabled learning.,https://media.badgr.io/uploads/badges/cfaea627-930d-4ad6-8ee5-dd48b2534162.png,https://microcredentials.digitalpromise.org/explore/designing-physical-environments-with-purpose,V8LM3U,Classroom Educator,ISTE Subject Matter,"Technology Planning & Infrastructure,Learning Environments"
Digital Promise - Marketplace and Research,Conducting a Pilot,Qualitative Data Collection and Instrument Design,Educator or District Leader designs instruments to collect qualitative data through reviewing published research and compilation of existing instrument items.,https://media.badgr.io/uploads/badges/3e47fda4-86c0-4bfe-98aa-4185f1efb510.png,https://microcredentials.digitalpromise.org/explore/qualitative-data-collection-and-instrument-design,ZK2CJM,"Administrator,Coach & Curriculum Designer & Teacher Lead,Classroom Educator","ISTE Subject Matter,Learning Forward Subject Matter","Technology Planning & Infrastructure,Assessment,Learning Designs & Facilitation"
Digital Promise - Marketplace and Research,Conducting a Pilot,Responsible Sharing, Educator or Education Leader responsibly and effectively communicates key findings from a pilot study to stakeholders. ,https://media.badgr.io/uploads/badges/4e99ec7e-dab5-4b39-bdc4-0af4ec5e8ec6.png,https://microcredentials.digitalpromise.org/explore/responsible-sharing,ZNR9H7,"Administrator,Coach & Curriculum Designer & Teacher Lead,Classroom Educator","ISTE Subject Matter,Digital Promise Research Map Topic List","Technology Planning & Infrastructure,Identity & Behavior & Relationships,Communication Skills"
